customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type
UL55837,nevada,11130.11974,No,Extended,Bachelor,1/25/11,Employed,F,42928,Suburban,Married,93,20.0,65,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,651.623195,Four-Door Car,Large,A
EJ43595,california,4784.773547,No,Basic,High School or Below,2/23/11,Unemployed,M,0,Suburban,Single,72,20.0,41,0.0,7,Corporate Auto,Corporate L2,Offer3,Web,779.629297,Four-Door Car,Medsize,A
OZ86942,california,5790.462518,No,Basic,Bachelor,1/31/11,Employed,F,52443,Suburban,Married,73,0.0,47,1.0,4,Corporate Auto,Corporate L3,Offer2,Agent,350.4,Four-Door Car,Medsize,A
EW17514,california,14435.67365,Yes,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25.0,89,0.0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize,A
IQ63581,california,5066.827444,No,Basic,Master,2/21/11,Employed,F,40215,Rural,Divorced,64,11.0,22,0.0,3,Personal Auto,Personal L2,Offer3,Branch,98.480884,Four-Door Car,Medsize,A
JL97265,oregon,4611.2543,No,Basic,Master,1/7/11,Unemployed,M,0,Suburban,Married,61,4.0,15,0.0,7,Personal Auto,Personal L3,Offer2,Web,292.8,Four-Door Car,Medsize,A
IN15077,california,4807.846463,No,Basic,High School or Below,1/4/11,Employed,M,99874,Urban,Married,119,7.0,42,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,307.639408,Sports Car,Medsize,A
TP12436,oregon,5329.128301,No,Basic,Master,2/2/11,Unemployed,F,0,Suburban,Divorced,72,18.0,39,0.0,4,Personal Auto,Personal L2,Offer2,Agent,345.6,Four-Door Car,Large,A
FP59138,oregon,13024.13012,Yes,Extended,Master,1/31/11,Unemployed,M,0,Suburban,Single,125,6.0,61,0.0,2,Personal Auto,Personal L3,Offer1,Agent,900.0,SUV,Small,A
DB71122,california,3515.831889,No,Extended,Doctor,1/31/11,Medical Leave,F,15144,Urban,Married,90,2.0,71,0.0,1,Personal Auto,Personal L2,Offer3,Agent,372.652536,Four-Door Car,Medsize,A
SG46572,california,29830.38714,No,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,102,10.0,85,0.0,2,Personal Auto,Personal L3,Offer2,Agent,489.6,Sports Car,Medsize,A
VA65117,oregon,7635.422232,No,Basic,High School or Below,2/18/11,Unemployed,M,0,Suburban,Single,110,0.0,66,0.0,7,Personal Auto,Personal L1,Offer1,Branch,1138.687583,SUV,Medsize,A
AI85843,arizona,6756.651404,No,Extended,Master,1/6/11,Employed,F,33288,Urban,Married,86,1.0,27,2.0,9,Personal Auto,Personal L3,Offer1,Branch,221.856184,Four-Door Car,Medsize,A
XL66550,oregon,7769.841954,No,Basic,Bachelor,1/17/11,Employed,M,74365,Suburban,Divorced,193,11.0,85,0.0,1,Corporate Auto,Corporate L1,Offer1,Call Center,926.4,Luxury Car,Small,A
VH43367,california,2506.021971,No,Basic,High School or Below,2/21/11,Employed,F,61402,Suburban,Married,63,14.0,56,2.0,1,Special Auto,Special L1,Offer1,Agent,302.4,Four-Door Car,Medsize,A
NZ83890,california,5081.741976,No,Basic,High School or Below,2/4/11,Unemployed,F,0,Rural,Married,69,17.0,76,0.0,7,Personal Auto,Personal L1,Offer3,Branch,93.697638,Two-Door Car,Medsize,A
XM11175,arizona,5994.424627,No,Extended,College,1/2/11,Unemployed,M,0,Suburban,Single,91,26.0,89,0.0,6,Personal Auto,Personal L1,Offer1,Web,655.2,Four-Door Car,Small,A
OU24549,nevada,8516.751366,No,Basic,Bachelor,2/19/11,Employed,M,37573,Suburban,Married,112,3.0,21,3.0,3,Corporate Auto,Corporate L2,Offer1,Call Center,537.6,SUV,Medsize,A
HO92982,california,8405.752991,No,Basic,High School or Below,1/30/11,Employed,M,85355,Suburban,Married,71,34.0,47,2.0,2,Personal Auto,Personal L2,Offer2,Call Center,458.568921,Two-Door Car,Small,A
TC69546,arizona,14376.55039,No,Premium,College,2/26/11,Employed,M,70341,Rural,Married,179,11.0,43,0.0,3,Personal Auto,Personal L3,Offer4,Branch,253.511935,SUV,Medsize,A
LL45497,washington,2487.729726,No,Basic,College,2/2/11,Employed,F,67282,Suburban,Married,62,29.0,27,0.0,1,Personal Auto,Personal L2,Offer2,Web,297.6,Two-Door Car,Medsize,A
JI94264,arizona,10053.55227,No,Extended,College,2/28/11,Disabled,M,16511,Suburban,Single,135,35.0,4,0.0,5,Personal Auto,Personal L3,Offer2,Agent,972.0,SUV,Large,A
SD61306,arizona,5216.914471,No,Basic,High School or Below,1/23/11,Employed,M,60861,Rural,Married,66,8.0,82,0.0,4,Personal Auto,Personal L3,Offer4,Agent,65.425125,Four-Door Car,Small,A
OB97365,california,4045.341004,No,Premium,High School or Below,2/4/11,Employed,F,77237,Rural,Single,102,6.0,84,0.0,1,Personal Auto,Personal L2,Offer4,Call Center,197.040115,Four-Door Car,Medsize,A
YV76240,oregon,10677.25385,No,Extended,College,1/4/11,Employed,F,45732,Urban,Married,134,22.0,56,0.0,9,Corporate Auto,Corporate L2,Offer1,Call Center,611.918994,SUV,Large,A
WF98532,california,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1.0,83,4.0,1,Personal Auto,Personal L2,Offer1,Agent,960.115399,SUV,Large,A
KH53118,california,7505.768149,No,Basic,Bachelor,2/26/11,Employed,F,44485,Rural,Married,62,5.0,74,0.0,2,Special Auto,Special L3,Offer1,Agent,79.893853,Four-Door Car,Medsize,A
ED65109,california,5207.985921,No,Basic,College,1/7/11,Employed,F,81839,Rural,Married,65,23.0,39,1.0,4,Personal Auto,Personal L1,Offer1,Agent,74.666163,Four-Door Car,Medsize,A
KU56071,oregon,4991.535369,No,Basic,College,2/20/11,Employed,F,93416,Urban,Married,62,5.0,16,0.0,6,Personal Auto,Personal L1,Offer2,Call Center,246.249051,Two-Door Car,Medsize,A
VM84548,washington,8819.018934,Yes,Basic,High School or Below,1/10/11,Employed,M,99845,Suburban,Married,110,23.0,25,1.0,8,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Medsize,A
HH69970,california,6282.082435,No,Extended,Bachelor,1/5/11,Employed,F,32311,Urban,Married,79,10.0,23,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,207.289724,Four-Door Car,Large,A
NL93182,nevada,2549.450038,No,Extended,Bachelor,1/20/11,Unemployed,M,0,Suburban,Single,78,13.0,32,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,845.654042,Four-Door Car,Small,A
UO12263,oregon,4654.954187,No,Basic,High School or Below,2/28/11,Unemployed,F,0,Suburban,Married,69,31.0,76,4.0,3,Corporate Auto,Corporate L1,Offer1,Agent,331.2,Four-Door Car,Medsize,A
GU82757,california,4376.363592,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18.0,63,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,60.036683,Four-Door Car,Medsize,A
BG30513,california,25464.82059,Yes,Extended,College,2/1/11,Retired,F,13663,Suburban,Single,97,1.0,66,0.0,2,Personal Auto,Personal L2,Offer1,Branch,465.6,Four-Door Car,Small,A
KE42114,nevada,4730.355248,No,Basic,Doctor,2/16/11,Medical Leave,M,17250,Urban,Married,62,16.0,90,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,175.528642,Four-Door Car,Medsize,A
VX67206,oregon,27789.69235,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,32.0,59,0.0,2,Corporate Auto,Corporate L3,Offer2,Web,395.729716,Four-Door Car,Medsize,A
JA55700,california,3933.813993,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6.0,20,0.0,1,Personal Auto,Personal L3,Offer2,Web,674.973614,SUV,Medsize,A
HL97125,nevada,4669.22664,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,556.8,Two-Door Car,Small,A
TS31001,oregon,26243.85811,No,Basic,Bachelor,2/2/11,Employed,M,55705,Rural,Divorced,113,8.0,58,0.0,2,Personal Auto,Personal L3,Offer2,Branch,149.90747,SUV,Medsize,A
CY12922,arizona,2506.360995,No,Basic,College,1/31/11,Unemployed,M,0,Suburban,Single,73,8.0,19,0.0,1,Personal Auto,Personal L2,Offer2,Web,525.6,Four-Door Car,Small,A
MU97512,oregon,7398.873941,No,Basic,Bachelor,2/2/11,Employed,M,27383,Suburban,Married,188,33.0,25,0.0,1,Corporate Auto,Corporate L2,Offer4,Branch,902.4,Luxury Car,Medsize,A
WA16954,arizona,5604.330774,No,Basic,Master,2/19/11,Employed,M,20252,Urban,Married,71,0.0,64,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,198.227061,Four-Door Car,Medsize,A
SB44003,arizona,10484.91535,Yes,Extended,College,2/1/11,Employed,F,61108,Rural,Divorced,89,22.0,93,0.0,2,Personal Auto,Personal L3,Offer2,Agent,49.451117,Four-Door Car,Medsize,A
NE13752,arizona,8232.760182,No,Basic,Bachelor,1/12/11,Employed,M,56021,Urban,Married,69,20.0,38,0.0,2,Personal Auto,Personal L3,Offer1,Agent,279.51121,Four-Door Car,Medsize,A
LS51818,california,22217.96796,No,Basic,College,2/12/11,Employed,F,37553,Suburban,Single,187,34.0,7,0.0,2,Personal Auto,Personal L3,Offer3,Agent,897.6,Luxury Car,Small,A
FV19421,california,7780.999262,No,Basic,Bachelor,1/10/11,Unemployed,M,0,Urban,Married,74,0.0,52,0.0,2,Personal Auto,Personal L1,Offer1,Branch,246.489123,Four-Door Car,Medsize,A
BD13927,california,2243.473907,No,Basic,High School or Below,1/10/11,Unemployed,F,0,Suburban,Single,62,34.0,71,0.0,1,Personal Auto,Personal L2,Offer3,Branch,675.468453,Two-Door Car,Small,A
NN66592,california,5923.518828,No,Basic,Bachelor,2/18/11,Employed,M,73758,Urban,Married,74,24.0,87,0.0,7,Personal Auto,Personal L2,Offer3,Branch,301.562622,Four-Door Car,Medsize,A
VH85817,california,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23.0,0,0.0,8,Personal Auto,Personal L3,Offer2,Call Center,787.993313,Four-Door Car,Medsize,A
ZN47335,california,10357.51422,No,Extended,College,2/16/11,Employed,M,68309,Rural,Divorced,131,4.0,67,0.0,9,Corporate Auto,Corporate L3,Offer1,Web,306.983596,SUV,Small,A
CX85598,arizona,5365.975978,No,Basic,Bachelor,1/15/11,Employed,M,51240,Urban,Single,70,0.0,37,2.0,5,Personal Auto,Personal L1,Offer2,Branch,283.849464,Four-Door Car,Medsize,A
RY47606,california,3843.965188,No,Extended,Bachelor,1/16/11,Employed,M,43987,Suburban,Married,96,29.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,460.8,Four-Door Car,Medsize,A
PQ46798,california,8300.70769,No,Basic,College,1/24/11,Disabled,F,17034,Suburban,Single,113,11.0,40,0.0,6,Personal Auto,Personal L1,Offer2,Agent,542.4,Sports Car,Medsize,A
AD18174,california,4837.926404,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,65,6.0,89,0.0,3,Personal Auto,Personal L3,Offer1,Web,468.0,Four-Door Car,Medsize,A
BH36973,oregon,2730.3538,No,Basic,College,2/3/11,Employed,F,63401,Urban,Married,68,1.0,18,0.0,1,Personal Auto,Personal L1,Offer2,Agent,202.938048,Four-Door Car,Medsize,A
PB41497,oregon,2866.779811,No,Basic,High School or Below,1/22/11,Employed,M,81763,Suburban,Married,72,22.0,12,1.0,1,Personal Auto,Personal L3,Offer2,Branch,518.4,Two-Door Car,Small,A
QE50648,washington,7095.134789,No,Premium,High School or Below,1/25/11,Employed,F,74298,Rural,Married,177,9.0,81,0.0,1,Corporate Auto,Corporate L1,Offer2,Call Center,161.537767,Sports Car,Medsize,A
DX70966,nevada,2771.045031,Yes,Basic,College,1/11/11,Employed,F,50071,Rural,Single,71,3.0,32,0.0,1,Personal Auto,Personal L2,Offer2,Agent,18.918935,Two-Door Car,Medsize,A
HC80108,california,2803.796963,No,Basic,College,2/18/11,Employed,F,43775,Urban,Married,70,3.0,42,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,310.744656,Four-Door Car,Medsize,A
UI75273,california,7522.068229,No,Extended,High School or Below,1/27/11,Employed,F,47727,Suburban,Married,94,25.0,33,0.0,3,Corporate Auto,Corporate L3,Offer2,Call Center,451.2,Two-Door Car,Medsize,A
UV82770,california,11702.34819,No,Basic,Bachelor,1/11/11,Unemployed,M,0,Suburban,Divorced,111,15.0,12,0.0,2,Personal Auto,Personal L1,Offer3,Call Center,532.8,SUV,Medsize,A
GY88677,oregon,23675.02939,No,Premium,Bachelor,1/29/11,Employed,F,46268,Urban,Married,199,34.0,17,1.0,2,Personal Auto,Personal L3,Offer1,Agent,842.000858,Sports Car,Medsize,A
YF73402,oregon,2566.398498,No,Basic,High School or Below,2/20/11,Employed,M,67778,Urban,Married,64,17.0,17,1.0,1,Personal Auto,Personal L3,Offer2,Agent,171.287759,Four-Door Car,Large,A
XS78545,oregon,7347.410517,No,Basic,College,1/18/11,Employed,F,29491,Suburban,Married,61,26.0,62,0.0,2,Personal Auto,Personal L2,Offer3,Web,292.8,Four-Door Car,Medsize,A
JI71369,california,5106.111827,No,Basic,College,2/22/11,Employed,F,30110,Rural,Married,64,2.0,4,0.0,5,Personal Auto,Personal L1,Offer1,Web,140.165035,Four-Door Car,Medsize,A
SE47384,california,5526.438887,No,Extended,Bachelor,2/6/11,Employed,F,94230,Suburban,Married,137,21.0,82,0.0,1,Special Auto,Special L3,Offer3,Agent,657.6,SUV,Medsize,A
EV39637,oregon,5328.320299,No,Basic,High School or Below,2/12/11,Unemployed,F,0,Suburban,Single,73,12.0,42,0.0,7,Personal Auto,Personal L1,Offer1,Branch,794.445585,Four-Door Car,Medsize,A
IO89174,oregon,7688.023506,No,Basic,Bachelor,2/9/11,Employed,F,56680,Suburban,Single,100,9.0,78,2.0,3,Personal Auto,Personal L3,Offer1,Branch,480.0,SUV,Medsize,A
RK81706,arizona,7388.733207,No,Extended,College,2/24/11,Unemployed,F,0,Suburban,Married,97,31.0,24,0.0,3,Personal Auto,Personal L3,Offer4,Call Center,638.371157,Four-Door Car,Medsize,A
HB29169,washington,42462.96794,No,Premium,Bachelor,1/1/11,Unemployed,F,0,Suburban,Married,281,16.0,92,1.0,2,Personal Auto,Personal L3,Offer1,Branch,1499.806352,Luxury SUV,Medsize,A
OV50124,oregon,4936.888359,No,Basic,College,1/15/11,Unemployed,F,0,Suburban,Single,72,7.0,34,2.0,7,Personal Auto,Personal L3,Offer2,Agent,391.636628,Two-Door Car,Medsize,A
XZ62712,washington,44468.02303,No,Extended,High School or Below,1/29/11,Employed,F,32948,Suburban,Single,127,20.0,46,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,1428.972913,SUV,Medsize,A
PZ94551,oregon,4991.584471,No,Extended,Bachelor,2/10/11,Employed,F,56649,Suburban,Married,125,12.0,8,0.0,1,Special Auto,Special L2,Offer1,Branch,780.090361,SUV,Large,A
KC75958,california,16468.22079,Yes,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Divorced,63,4.0,52,0.0,2,Personal Auto,Personal L1,Offer2,Agent,685.12694,Four-Door Car,Medsize,A
KW52549,arizona,27789.69235,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,32.0,59,0.0,2,Personal Auto,Personal L3,Offer2,Web,395.729716,Four-Door Car,Medsize,A
HT48275,oregon,5532.753182,No,Basic,Bachelor,1/19/11,Employed,M,91212,Urban,Married,69,9.0,92,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,270.311239,Two-Door Car,Medsize,A
QP80741,washington,6048.574243,No,Basic,College,1/1/11,Unemployed,F,0,Suburban,Married,61,17.0,71,3.0,2,Corporate Auto,Corporate L1,Offer3,Agent,292.8,Four-Door Car,Medsize,A
PU73561,arizona,4196.429642,No,Basic,Bachelor,2/14/11,Employed,F,24641,Suburban,Married,105,12.0,82,0.0,1,Personal Auto,Personal L2,Offer2,Agent,504.0,SUV,Medsize,A
GY99465,oregon,6869.185344,No,Basic,College,2/19/11,Unemployed,F,0,Suburban,Single,69,18.0,71,2.0,2,Corporate Auto,Corporate L2,Offer2,Branch,331.2,Four-Door Car,Medsize,A
HW56522,arizona,19185.0725,No,Extended,Bachelor,2/19/11,Employed,M,35322,Rural,Married,244,4.0,33,0.0,5,Personal Auto,Personal L3,Offer1,Agent,76.826503,Luxury Car,Small,A
ZB84321,washington,19690.44179,No,Basic,College,1/30/11,Employed,F,36032,Suburban,Divorced,70,11.0,39,0.0,2,Personal Auto,Personal L3,Offer3,Web,336.0,Four-Door Car,Small,A
WV17090,california,25585.72783,No,Basic,Bachelor,2/1/11,Unemployed,M,0,Suburban,Married,116,0.0,45,0.0,2,Corporate Auto,Corporate L1,Offer2,Call Center,830.623064,SUV,Medsize,A
HA56608,california,13727.79972,Yes,Extended,College,1/8/11,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Special Auto,Special L3,Offer1,Agent,604.8,SUV,Medsize,A
BB48165,california,11095.97445,No,Basic,Bachelor,1/3/11,Unemployed,F,0,Suburban,Single,101,10.0,48,0.0,2,Personal Auto,Personal L3,Offer1,Agent,727.2,SUV,Medsize,A
UD31660,california,4061.590219,No,Premium,Bachelor,1/13/11,Employed,M,70129,Rural,Married,103,24.0,57,1.0,1,Personal Auto,Personal L2,Offer1,Branch,130.495798,Four-Door Car,Medsize,A
BU81591,california,10153.88899,No,Extended,College,2/15/11,Unemployed,M,0,Suburban,Married,90,33.0,75,0.0,2,Corporate Auto,Corporate L1,Offer1,Call Center,432.0,Four-Door Car,Large,A
WX48434,arizona,4270.034394,Yes,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,27.0,2,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,725.870693,SUV,Medsize,A
QW59726,california,2944.780529,No,Basic,Master,1/12/11,Employed,F,87274,Suburban,Married,73,2.0,30,1.0,1,Personal Auto,Personal L2,Offer2,Agent,350.4,Four-Door Car,Medsize,A
OH41318,washington,26122.12998,No,Extended,Master,1/7/11,Employed,M,83385,Suburban,Divorced,131,26.0,77,2.0,2,Personal Auto,Personal L3,Offer3,Web,704.337157,SUV,Medsize,A
HW54198,nevada,5201.971427,No,Basic,Master,1/29/11,Employed,M,94186,Rural,Married,64,20.0,50,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,135.340489,Four-Door Car,Medsize,A
WK99918,oregon,5073.282126,Yes,Extended,Doctor,1/30/11,Employed,M,57709,Suburban,Married,125,10.0,26,0.0,1,Personal Auto,Personal L1,Offer2,Branch,600.0,SUV,Medsize,A
FF61670,california,18131.18874,No,Extended,High School or Below,1/28/11,Unemployed,M,0,Suburban,Single,82,29.0,23,1.0,2,Personal Auto,Personal L2,Offer3,Call Center,393.6,Four-Door Car,Large,A
RM93459,california,17497.52201,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9.0,94,0.0,2,Personal Auto,Personal L3,Offer1,Agent,350.4,Two-Door Car,Medsize,A
SC81807,california,4095.201692,No,Basic,College,1/6/11,Employed,F,32180,Suburban,Married,103,3.0,28,0.0,1,Special Auto,Special L2,Offer3,Call Center,558.835255,Sports Car,Small,A
KZ22690,california,13027.41984,No,Extended,College,2/12/11,Employed,F,76456,Rural,Single,83,27.0,34,1.0,2,Personal Auto,Personal L3,Offer4,Web,42.693918,Four-Door Car,Medsize,A
RJ40995,arizona,2491.317024,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30.0,77,0.0,1,Personal Auto,Personal L2,Offer1,Agent,67.530904,Four-Door Car,Large,A
DQ15807,oregon,2749.189304,No,Extended,High School or Below,1/28/11,Unemployed,M,0,Suburban,Single,80,15.0,83,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,824.487259,Four-Door Car,Large,A
ER29107,oregon,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30.0,72,0.0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small,A
CT41158,washington,10747.03094,No,Extended,College,2/25/11,Employed,M,66446,Urban,Divorced,136,8.0,77,0.0,3,Corporate Auto,Corporate L1,Offer2,Branch,639.464548,SUV,Large,A
CP67787,california,15936.5764,No,Extended,Bachelor,2/2/11,Unemployed,F,0,Suburban,Divorced,76,7.0,84,0.0,2,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Medsize,A
LM79063,arizona,7155.471967,No,Extended,Doctor,2/13/11,Employed,F,76506,Suburban,Divorced,89,35.0,65,0.0,8,Personal Auto,Personal L3,Offer2,Call Center,427.2,Two-Door Car,Small,A
VC64410,arizona,2491.257604,Yes,Basic,High School or Below,2/12/11,Medical Leave,F,25965,Suburban,Divorced,65,23.0,27,0.0,1,Personal Auto,Personal L2,Offer1,Agent,329.206567,Four-Door Car,Medsize,A
OM24164,nevada,2199.61781,No,Basic,Bachelor,1/6/11,Unemployed,M,0,Suburban,Single,65,5.0,19,1.0,1,Personal Auto,Personal L2,Offer1,Agent,468.0,Two-Door Car,Medsize,A
ZX83542,california,5300.686394,No,Basic,Master,2/16/11,Disabled,M,26585,Urban,Married,69,26.0,23,0.0,4,Corporate Auto,Corporate L3,Offer1,Call Center,308.651195,Four-Door Car,Large,A
MH43755,arizona,13881.03947,No,Premium,College,2/14/11,Disabled,F,17961,Urban,Married,181,28.0,51,0.0,3,Personal Auto,Personal L2,Offer2,Agent,476.707749,Sports Car,Medsize,A
HB17438,washington,10570.7888,No,Extended,Bachelor,2/21/11,Employed,M,92044,Urban,Married,132,7.0,77,0.0,3,Personal Auto,Personal L1,Offer4,Web,617.288574,SUV,Medsize,A
IL40123,nevada,5689.644114,No,Basic,College,1/27/11,Employed,F,83640,Suburban,Married,70,20.0,13,0.0,4,Corporate Auto,Corporate L3,Offer2,Branch,471.050488,Two-Door Car,Medsize,A
LN10007,oregon,13369.44267,No,Basic,College,2/9/11,Employed,F,50800,Suburban,Married,112,1.0,45,0.0,2,Corporate Auto,Corporate L2,Offer1,Call Center,621.218119,Sports Car,Medsize,A
RQ77476,oregon,20461.1545,No,Premium,Bachelor,2/26/11,Employed,M,87502,Urban,Married,102,20.0,28,0.0,2,Personal Auto,Personal L3,Offer2,Branch,421.111226,Four-Door Car,Medsize,A
UY85263,nevada,11255.46343,No,Extended,Bachelor,2/3/11,Employed,F,88858,Urban,Married,93,2.0,60,0.0,2,Personal Auto,Personal L2,Offer2,Agent,310.36774,Four-Door Car,Small,A
PK20739,oregon,13248.63735,No,Premium,Bachelor,1/5/11,Employed,M,25074,Suburban,Married,112,17.0,8,0.0,2,Personal Auto,Personal L1,Offer1,Branch,537.6,Two-Door Car,Medsize,A
KG81168,arizona,2826.307641,No,Basic,Bachelor,1/12/11,Employed,M,65090,Rural,Married,71,28.0,3,0.0,1,Personal Auto,Personal L3,Offer3,Agent,73.995096,Four-Door Car,Medsize,A
LM44949,oregon,5682.515346,No,Basic,Doctor,1/13/11,Employed,F,36938,Urban,Married,70,32.0,31,0.0,3,Special Auto,Special L2,Offer1,Agent,244.801119,Four-Door Car,Medsize,A
PB60406,california,5714.232848,No,Basic,Doctor,2/25/11,Employed,F,79719,Suburban,Single,71,12.0,87,0.0,6,Personal Auto,Personal L3,Offer1,Agent,425.924132,Four-Door Car,Small,A
HO38996,oregon,2430.801647,No,Basic,High School or Below,2/17/11,Unemployed,M,0,Suburban,Married,67,1.0,19,0.0,1,Special Auto,Special L2,Offer4,Call Center,321.6,Four-Door Car,Medsize,A
DM79012,oregon,7380.976717,No,Extended,Master,2/6/11,Employed,F,65706,Suburban,Married,91,19.0,86,0.0,8,Personal Auto,Personal L3,Offer2,Web,436.8,Four-Door Car,Small,A
IU96845,arizona,6285.476868,No,Extended,College,2/10/11,Employed,M,32390,Rural,Married,80,20.0,36,0.0,8,Personal Auto,Personal L3,Offer1,Call Center,91.417923,Four-Door Car,Medsize,A
AC79024,nevada,5533.229132,No,Basic,Bachelor,2/7/11,Employed,M,23241,Suburban,Married,70,11.0,14,0.0,9,Personal Auto,Personal L1,Offer2,Agent,504.0,Two-Door Car,Small,A
WA68850,arizona,4198.02525,No,Basic,High School or Below,2/9/11,Employed,M,30598,Suburban,Married,106,13.0,21,0.0,1,Personal Auto,Personal L2,Offer3,Agent,508.8,SUV,Medsize,A
LY93301,oregon,12495.73971,No,Basic,Bachelor,2/3/11,Unemployed,M,0,Suburban,Single,61,32.0,85,0.0,2,Corporate Auto,Corporate L3,Offer3,Agent,292.8,Two-Door Car,Medsize,A
UJ38473,california,21923.12272,No,Basic,Bachelor,1/5/11,Employed,M,81197,Rural,Married,109,2.0,42,0.0,2,Personal Auto,Personal L1,Offer2,Branch,94.731199,Sports Car,Small,A
JF36291,california,3873.647046,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18.0,50,0.0,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize,A
FY21364,california,7376.795372,No,Basic,Bachelor,2/22/11,Unemployed,M,0,Suburban,Single,105,31.0,85,0.0,5,Corporate Auto,Corporate L1,Offer2,Agent,756.0,SUV,Medsize,A
FT74388,nevada,4623.624811,No,Basic,High School or Below,1/19/11,Employed,M,97065,Suburban,Single,117,10.0,0,0.0,1,Personal Auto,Personal L2,Offer4,Branch,561.6,SUV,Medsize,A
IA31850,arizona,4574.547243,No,Basic,College,2/15/11,Unemployed,F,0,Suburban,Single,63,3.0,5,0.0,6,Personal Auto,Personal L1,Offer1,Agent,453.6,Four-Door Car,Small,A
ZR22245,washington,4605.036646,Yes,Basic,College,1/28/11,Medical Leave,F,22571,Suburban,Single,63,29.0,51,0.0,9,Personal Auto,Personal L3,Offer2,Web,302.4,Four-Door Car,Large,A
UM76485,oregon,7027.759594,No,Basic,College,1/28/11,Unemployed,M,0,Suburban,Single,102,11.0,90,0.0,5,Personal Auto,Personal L2,Offer2,Agent,489.6,SUV,Medsize,A
WC52068,oregon,8092.87696,Yes,Basic,College,2/5/11,Employed,M,50825,Urban,Married,102,3.0,46,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,369.614729,SUV,Medsize,A
WY21918,washington,3867.965986,No,Extended,College,2/23/11,Employed,F,79628,Suburban,Single,98,6.0,4,0.0,1,Personal Auto,Personal L3,Offer4,Branch,470.4,Four-Door Car,Medsize,A
HW93117,california,8169.334846,No,Basic,Bachelor,1/22/11,Unemployed,F,0,Suburban,Single,116,10.0,99,0.0,3,Corporate Auto,Corporate L3,Offer1,Branch,835.2,Sports Car,Medsize,A
UC35517,oregon,18532.40504,No,Basic,College,1/22/11,Unemployed,M,0,Suburban,Single,70,1.0,30,0.0,2,Corporate Auto,Corporate L3,Offer4,Branch,504.0,Four-Door Car,Small,A
DP13082,california,23594.6802,Yes,Basic,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25.0,3,0.0,2,Personal Auto,Personal L3,Offer3,Agent,86.461582,Four-Door Car,Medsize,A
SP46702,oregon,10175.2441,No,Extended,College,1/28/11,Unemployed,M,0,Suburban,Single,99,15.0,84,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,831.340966,Two-Door Car,Medsize,A
